Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),Air pore space (%),Clay %,exposure time,Iron and Steel Type,Pipe Diameter (inches),Loss Oz/ft2
3.25,7.52,36.96,8.58,70.12,5.9,Wrought Iron,3.12,2.87
3.19,7.6,36.91,8.58,70.1,7.6,Wrought Iron,3,4.07
3.33,7.46,36.91,8.63,70.32,10,Wrought Iron,3.05,5.32
3.37,7.73,36.91,8.76,70.17,11.8,Wrought Iron,3.07,8.59
28.17,6.76,24.88,15.76,52.06,1.1,Wrought Iron,2.89,0.46
28.17,6.87,24.76,15.93,52.24,3.5,Wrought Iron,2.95,1.93
28.16,6.87,24.89,15.86,52.02,5.6,Wrought Iron,3.1,2.53
28.21,6.77,24.76,15.7,52.16,7.7,Wrought Iron,2.77,3.41
28.03,6.74,24.8,15.78,52.18,11.6,Wrought Iron,2.9,4.67
28.31,6.74,24.97,15.64,52.13,16.9,Wrought Iron,3.02,5.57
74.58,6.71,13.01,27.98,6.69,1.3,Wrought Iron,3.02,1.19
74.5,6.5,12.74,27.85,6.58,4.1,Wrought Iron,3.12,1.61
74.76,6.68,12.92,27.83,6.75,6,Wrought Iron,2.9,3.27
74.58,6.61,13.2,27.75,6.73,7.9,Wrought Iron,2.77,4.57
74.64,6.47,12.94,27.75,6.69,12,Wrought Iron,3.07,4.69
110,5.19,31.99,15.7,53.13,1.4,Wrought Iron,2.89,0.3
109.93,5.24,31.93,15.66,53.11,4.2,Wrought Iron,3.07,0.9
110.05,5.27,31.89,15.53,52.98,6,Wrought Iron,3.01,1.24
109.98,5.11,32.06,15.61,53.05,7.8,Wrought Iron,2.93,1.64
109.97,5.33,31.97,15.48,53.19,9.9,Wrought Iron,2.92,1.63
109.94,5.44,31.78,15.45,53.12,12,Wrought Iron,3.09,2.14
31.83,7.15,12.41,33.49,12.98,2,Wrought Iron,2.92,0.17
31.86,7.09,12.32,33.39,12.77,4.2,Wrought Iron,3,1.42
31.88,7.15,12.35,33.4,12.77,6.2,Wrought Iron,2.92,3.31
31.8,7.33,12.47,33.51,12.88,8.1,Wrought Iron,3.04,0.63
31.71,7.12,12.43,33.52,12.68,12.1,Wrought Iron,2.9,3.93
31.87,7.05,12.23,33.55,12.78,17.5,Wrought Iron,2.88,5.59
3.05,9.36,21.74,34.71,9.44,1.9,Wrought Iron,3.01,3.89
2.89,9.36,21.63,34.55,9.26,4.2,Wrought Iron,3.01,2.93
2.93,9.5,21.79,34.49,9.38,5.9,Wrought Iron,2.93,5.46
35.25,6.36,17.26,14.35,13.94,1,Wrought Iron,2.79,0.57
35.12,6.27,17.23,14.6,13.91,3.9,Wrought Iron,2.99,2.28
35.07,6.35,17.04,14.29,14.15,5.9,Wrought Iron,2.89,3.3
35.16,6.07,17.12,14.25,13.89,7.8,Wrought Iron,3.05,2.04
35.26,6.14,17.18,14.41,13.91,9.9,Wrought Iron,2.99,5
35.09,6.2,17.29,14.24,13.79,11.7,Wrought Iron,3.07,4.86
5.16,7.4,54.19,5.62,70.53,2,Wrought Iron,3.07,2.11
4.83,7.53,54.42,5.53,70.55,4,Wrought Iron,3.08,3.1
4.88,7.53,54.23,5.89,70.45,6.1,Wrought Iron,2.89,6.12
4.96,7.65,54.27,5.64,70.37,8.1,Wrought Iron,2.83,5.92
4.88,7.55,54.51,5.56,70.29,11.9,Wrought Iron,3.05,8.4
4.86,7.25,54.52,5.62,70.44,17.5,Wrought Iron,3.16,12.39
82.97,4.31,22.15,12.14,26.43,2.1,Wrought Iron,2.98,2.16
82.9,4.37,21.94,12,26.41,4,Wrought Iron,2.92,2.64
82.95,4.45,22.24,12.16,26.49,6,Wrought Iron,3.08,5.59
82.71,4.46,22.2,12.11,26.5,8,Wrought Iron,2.97,4.85
83.08,4.55,22.21,11.98,26.54,10,Wrought Iron,2.89,5.68
82.98,4.26,22.13,12.17,26.42,12.1,Wrought Iron,2.89,7.76
59.89,4.54,30.96,4.38,51.73,1.2,Wrought Iron,3.01,1.62
59.79,4.56,30.71,4.52,51.88,3.8,Wrought Iron,3.05,3.85
59.66,4.42,30.74,4.42,51.74,5.9,Wrought Iron,2.92,6.17
59.91,4.4,30.81,4.36,51.64,7.8,Wrought Iron,3.04,7.36
59.86,4.5,30.91,4.48,51.67,11.9,Wrought Iron,3.05,10.66
59.76,4.42,30.76,4.62,51.67,17.1,Wrought Iron,3.08,9.46
11.4,7.2,28.36,16.65,20.44,1.1,Wrought Iron,2.87,0.28
11.33,7.28,28.42,16.57,20.19,4,Wrought Iron,3.11,1.11
11.48,7.27,28.36,16.74,20.41,5.6,Wrought Iron,2.84,2.81
11.4,7.19,28.3,16.47,20.21,7.9,Wrought Iron,2.96,2.14
11.24,7.34,28.5,16.48,20.19,10,Wrought Iron,3.18,3.03
11.64,7.36,28.59,16.53,20.33,11.9,Wrought Iron,3.07,1.94
19.66,4.41,28.49,4.05,34.16,1.2,Wrought Iron,2.97,0.66
19.73,4.48,28.32,4.07,34.1,3.8,Wrought Iron,2.92,2.46
19.68,4.59,28.31,3.96,34.17,5.7,Wrought Iron,3.05,2.35
19.82,4.64,28.46,4,34.25,7.5,Wrought Iron,3.2,2.45
19.77,4.62,28.39,3.91,34.15,9.7,Wrought Iron,3.02,3.15
19.74,4.36,28.56,3.99,34.19,11.7,Wrought Iron,3.06,3.18
28.8,7.73,22.38,3.75,36.31,1,Wrought Iron,3.04,0.81
28.83,7.46,22.58,3.78,36.11,3.7,Wrought Iron,3.1,2.19
28.92,7.45,22.51,4.01,36.23,5.5,Wrought Iron,2.99,2.36
28.93,7.59,22.27,3.76,36.39,7.6,Wrought Iron,3.08,3.33
28.83,7.56,22.27,3.84,36.48,9.7,Wrought Iron,3.1,5.23
28.78,7.54,22.5,3.73,36.26,11.6,Wrought Iron,3.1,5.54
23.7,6.3,31.18,10.71,30.77,1.7,Wrought Iron,2.98,1.98
23.62,6.1,30.98,10.73,30.87,3.9,Wrought Iron,2.95,2.81
23.7,6.22,31.09,10.79,30.97,6.1,Wrought Iron,2.89,4.81
51.53,4.75,28.46,9.67,22.4,1.7,Wrought Iron,2.94,1.44
51.4,4.91,28.48,9.62,22.13,3.7,Wrought Iron,2.99,3.44
51.55,4.83,28.39,9.8,22.14,5.9,Wrought Iron,3.01,4.42
51.53,4.84,28.43,9.57,22.17,7.5,Wrought Iron,3.06,6.33
51.62,5.04,28.38,9.36,22.3,9.6,Wrought Iron,3.08,7.29
51.44,4.94,28.6,9.56,22.17,11.7,Wrought Iron,3.05,7.8
2.72,9.45,24.84,6.17,6.19,1.9,Wrought Iron,2.95,5.95
2.73,9.31,24.7,6.14,6.3,4.4,Wrought Iron,2.84,11.85
2.61,9.36,24.74,6.32,6.13,6.3,Wrought Iron,3.12,12.79
2.82,9.43,24.66,6.07,6.33,8.1,Wrought Iron,2.98,18.63
2.81,9.39,24.65,6.06,6.27,10.4,Wrought Iron,3.03,19.8
2.78,9.43,24.6,6.04,6.36,12.1,Wrought Iron,2.98,20.63
114.12,4.61,12.93,34.74,5.56,1.3,Wrought Iron,2.9,0.29
113.98,4.55,13.1,34.74,5.62,3.9,Wrought Iron,3.03,0.52
114.04,4.48,13.07,34.75,5.38,6.2,Wrought Iron,2.79,1.21
114.2,4.51,13.02,34.59,5.57,8,Wrought Iron,2.98,1.06
114.15,4.31,13.05,34.84,5.54,11.9,Wrought Iron,3.01,1.24
114,4.5,12.99,34.54,5.5,17.4,Wrought Iron,2.94,1.51
17.78,6.98,25.77,9.53,35.9,1.1,Wrought Iron,3.02,0.3
17.83,7.16,25.67,9.51,36.01,3.7,Wrought Iron,3.05,0.65
17.63,7.3,25.85,9.43,36,5.6,Wrought Iron,3.26,1.73
17.98,7.15,26.04,9.45,35.92,7.6,Wrought Iron,2.94,1.9
17.96,7.07,25.85,9.47,36.11,11.6,Wrought Iron,2.82,2.74
17.85,7.24,25.78,9.27,35.94,17.2,Wrought Iron,2.89,2.94
29.85,7.39,46.4,21.01,18.58,0.9,Wrought Iron,3.18,0.73
29.79,7.22,46.46,20.84,18.82,3.5,Wrought Iron,3.06,1.96
29.67,7.38,46.33,20.83,18.77,5.5,Wrought Iron,2.93,1.15
29.66,7.35,46.26,20.82,18.76,7.7,Wrought Iron,3.28,1.42
29.71,7.2,46.51,20.9,18.34,11.5,Wrought Iron,2.89,3.81
29.84,7.2,46.48,20.89,18.56,17.1,Wrought Iron,2.91,4.82
5.57,3.67,42.88,1.91,87.81,2,Wrought Iron,2.82,0.69
5.75,3.64,42.78,1.78,87.78,4,Wrought Iron,2.98,3.31
5.83,3.4,42.68,1.94,87.9,5.9,Wrought Iron,3.1,3.04
5.6,3.67,42.61,1.93,87.81,8,Wrought Iron,2.83,4.14
5.89,3.74,42.43,1.83,87.83,12.1,Wrought Iron,2.92,8.44
5.66,3.7,42.8,1.76,87.75,17.6,Wrought Iron,3.13,9.71
4.07,6.76,24.61,2.61,62.57,1.7,Wrought Iron,3.09,2.18
4,6.75,24.57,2.65,62.53,5.7,Wrought Iron,3.12,8.95
4.07,6.75,24.55,2.49,62.67,7.7,Wrought Iron,3.23,15.41
4.08,6.89,24.71,2.38,62.48,9,Wrought Iron,2.88,16.7
12.59,4.25,34.4,26.71,71.15,2,Wrought Iron,3.06,3.62
12.61,4.07,34.55,26.68,71.34,4.1,Wrought Iron,2.95,7.43
12.71,4.28,34.54,26.53,71.06,5.9,Wrought Iron,2.95,9.14
12.55,4.26,34.27,26.58,71.22,8,Wrought Iron,3.1,10.78
12.67,4.46,34.42,26.49,71.1,10.1,Wrought Iron,3,14.85
12.85,4.14,34.35,26.69,71.24,12.1,Wrought Iron,2.94,15.69
1.52,7.14,29.31,7.14,32.34,1.2,Wrought Iron,2.96,0.94
1.4,6.89,29.38,7.41,32.44,3.7,Wrought Iron,2.94,1.43
1.4,7.09,29.3,7.29,32.44,5.6,Wrought Iron,2.91,2.58
1.25,6.87,29.47,7.15,32.47,8.2,Wrought Iron,2.96,4.62
1.26,6.97,29.21,7.22,32.37,11.7,Wrought Iron,3,6.33
1.41,6.96,29.57,7.23,32.46,17.1,Wrought Iron,3.06,6.06
205.1,4.87,2.74,37.96,0.67,2.1,Wrought Iron,2.89,0.93
204.79,4.52,2.51,38.03,0.7,4.1,Wrought Iron,3,1.99
205.07,4.69,2.89,37.97,0.68,6.1,Wrought Iron,2.86,1.45
205.04,4.69,2.91,38.06,0.46,8,Wrought Iron,3.02,2.17
205.03,4.76,2.9,38.12,0.55,11.9,Wrought Iron,2.98,2.82
205.06,4.61,2.79,38.16,0.69,17.7,Wrought Iron,3.09,6.29
56.84,7.23,17.93,11.69,15.81,1,Wrought Iron,2.87,0.25
57.06,7.25,17.68,11.58,15.94,3.8,Wrought Iron,2.92,1.46
57,7.23,17.81,11.65,16.03,5.8,Wrought Iron,3.11,2.18
56.91,7.37,17.72,11.75,15.78,7.5,Wrought Iron,2.96,2.55
56.95,7.37,17.85,11.67,15.8,9.5,Wrought Iron,3.12,2.9
56.97,7.4,17.76,11.68,15.95,11.8,Wrought Iron,2.88,3.62
7.99,6.75,72.82,33.9,46.14,1.1,Wrought Iron,3.12,0.34
7.79,6.79,72.85,33.9,46.13,3.7,Wrought Iron,2.97,3.67
8.01,6.91,72.68,33.85,46.29,5.7,Wrought Iron,3.04,4.38
7.82,6.68,72.83,34.09,46.23,7.6,Wrought Iron,3.17,8.42
8.06,6.93,72.71,34.06,46.18,9.8,Wrought Iron,2.99,10.27
8.1,6.66,72.78,33.98,46.25,11.8,Wrought Iron,3.25,14.44
48.91,6.55,23.44,14.59,35.1,1.3,Wrought Iron,2.86,1.32
48.9,6.62,23.23,14.82,35.07,3.9,Wrought Iron,2.95,1.56
48.83,6.78,23.3,14.7,35.08,5.9,Wrought Iron,3,2.7
48.85,6.71,23.46,14.71,35.06,8.2,Wrought Iron,3.12,3.5
49.27,6.78,23.19,14.57,35.14,9.9,Wrought Iron,3.05,4.46
49.14,6.68,23.38,14.71,35.22,12,Wrought Iron,3.11,5.71
20.56,7.44,17.95,10.94,26.05,1.9,Wrought Iron,3.1,0.75
20.78,7.37,17.98,10.81,25.97,4,Wrought Iron,2.89,2.34
20.53,7.31,18.01,10.89,25.81,6.2,Wrought Iron,3.02,0.76
20.61,7.37,17.97,10.98,25.93,7.8,Wrought Iron,3.02,2.1
20.37,7.34,18.03,10.86,25.93,12.1,Wrought Iron,2.96,1.78
20.6,7.35,17.84,10.88,25.91,17.2,Wrought Iron,3.1,1.23
112.03,4.46,13.75,16.18,17.59,1.9,Wrought Iron,2.97,0.82
112.07,4.43,13.65,16.01,17.43,4.1,Wrought Iron,3.06,1.72
112.03,4.38,13.87,15.96,17.64,6,Wrought Iron,2.99,1.36
111.92,4.45,13.75,16.03,17.6,8,Wrought Iron,3.19,1.74
111.94,4.61,13.83,15.98,17.58,11.9,Wrought Iron,2.89,2.33
111.9,4.61,13.7,15.87,17.5,17.8,Wrought Iron,3.08,2.49
111.93,3.88,7.02,3.52,4.44,1.8,Wrought Iron,2.95,2.32
111.93,3.79,7.14,3.33,4.52,4.1,Wrought Iron,3.08,4.58
112.11,3.85,7.16,3.46,4.44,6,Wrought Iron,3.11,3.85
111.97,3.77,7.01,3.48,4.41,7.9,Wrought Iron,2.88,6.33
112.09,3.71,6.88,3.6,4.51,10.1,Wrought Iron,2.86,8.1
112.03,3.87,6.97,3.75,4.48,12.1,Wrought Iron,3.05,8.19
386.2,4.52,2.77,32.05,2.66,1.4,Wrought Iron,3.06,0.3
385.98,4.57,2.75,32.18,2.53,3.8,Wrought Iron,3.12,0.52
385.93,4.45,3.06,31.97,2.71,6.3,Wrought Iron,2.71,1.03
385.95,4.6,3.02,31.99,2.6,8,Wrought Iron,3.17,1.89
386.12,4.71,3.03,32.22,2.47,12.1,Wrought Iron,3.07,2.37
385.98,4.54,2.8,32.01,2.64,17.2,Wrought Iron,2.94,2.32
74.36,5.69,23.97,7.45,15.23,1.5,Wrought Iron,2.85,1.1
74.38,5.52,24.34,7.38,15.34,3.8,Wrought Iron,2.9,2.99
74.41,5.59,24.07,7.34,15.35,5.9,Wrought Iron,3.07,3.2
74.48,5.6,24.11,7.37,15.32,8.1,Wrought Iron,2.82,4.79
74.42,5.57,24.32,7.49,15.05,9.9,Wrought Iron,3.14,5.22
74.29,5.74,24.27,7.57,15.19,12.1,Wrought Iron,2.91,6.47
9.56,6.03,32.97,2.26,47.1,1.9,Wrought Iron,3.06,2.29
9.61,5.92,32.84,2.35,47.06,4.1,Wrought Iron,2.84,4.16
9.66,5.99,32.93,2.24,47.28,6,Wrought Iron,3.01,6.25
9.9,5.89,32.98,2.31,47.04,8,Wrought Iron,3.01,7.05
9.65,6.14,33,2.43,47.18,9.8,Wrought Iron,3.17,8.26
9.65,5.96,33.06,2.17,47.08,11.9,Wrought Iron,3.03,8.73
13.05,5.33,33.01,6.77,40.23,1.7,Wrought Iron,3.04,0.45
13.22,5.31,33.2,6.95,40.4,4,Wrought Iron,3.02,2.66
13.31,5.26,33,6.87,40.29,6.1,Wrought Iron,3.01,3.25
13.07,5.34,32.91,6.81,40.43,8.1,Wrought Iron,3.03,4.29
13.24,5.17,33.06,6.85,40.3,11.9,Wrought Iron,2.89,6.51
13.11,5.21,33.04,7.03,40.45,17.4,Wrought Iron,3.12,5.54
136.99,4.66,34.87,14.92,45.84,2.1,Wrought Iron,2.96,2.88
136.92,4.66,34.91,14.71,46.08,4,Wrought Iron,2.94,4.72
136.89,4.42,34.83,14.7,45.78,6,Wrought Iron,3.05,5.69
137.01,4.66,34.9,15,45.67,8,Wrought Iron,2.93,6.44
136.83,4.83,34.86,14.83,45.73,10.1,Wrought Iron,3.01,8.78
137.03,4.55,34.89,14.77,45.88,12.2,Wrought Iron,3.04,8.98
0.49,2.99,55.41,68.74,65.03,1.4,Wrought Iron,2.9,1.95
0.51,3.05,55.43,69,65.08,4,Wrought Iron,3.09,4.71
0.61,3.12,55.57,68.81,65.08,6.1,Wrought Iron,2.85,7.23
0.57,3.3,55.45,68.82,64.92,7.9,Wrought Iron,2.96,10.02
0.56,3.11,55.5,68.84,65,9.9,Wrought Iron,2.82,10.33
0.7,3.04,55.3,68.77,65.08,12.1,Wrought Iron,3.02,14.08
10.07,8.84,31.16,7.28,31.21,1,Wrought Iron,2.87,0.51
9.93,8.8,31.1,7.15,31.33,3.8,Wrought Iron,2.99,1.33
10,8.61,31.2,7.18,31.2,5.7,Wrought Iron,3.06,2.24
10.06,8.88,31.29,7.3,31.17,7.7,Wrought Iron,3.13,1.93
9.97,8.93,31.25,7.36,31.39,11.6,Wrought Iron,3,3.39
2.58,7.42,14.78,18.76,26.79,1.1,Wrought Iron,3.03,1.14
2.48,7.38,14.8,18.55,26.54,3.9,Wrought Iron,3.03,3.03
2.67,7.38,14.62,18.72,26.49,5.8,Wrought Iron,2.87,3.33
2.64,7.52,14.83,18.71,26.69,7.7,Wrought Iron,2.83,4.06
2.7,7.34,14.73,18.73,26.7,9.6,Wrought Iron,2.85,12.37
2.78,7.45,14.78,18.57,26.62,11.6,Wrought Iron,2.96,10.65
14.9,7.02,7.4,23.11,30.79,1.4,Wrought Iron,3.03,0.88
15.02,7.04,7.58,23.35,30.94,4,Wrought Iron,3.08,2.38
14.87,6.85,7.52,23.24,30.97,5.2,Wrought Iron,3.01,2.87
15.03,6.89,7.49,23.21,30.76,8,Wrought Iron,2.82,5.79
14.82,7.08,7.78,23.2,30.9,10.4,Wrought Iron,3.03,4.51
14.99,7.1,7.53,23.14,30.98,11.9,Wrought Iron,2.86,4.64
17.55,7.42,25.5,2.48,46.06,1.6,Wrought Iron,3.08,0.23
17.7,7.51,25.75,2.72,46.25,4.1,Wrought Iron,2.98,1.09
17.69,7.63,25.45,2.63,46.06,6.2,Wrought Iron,2.98,2.06
17.71,7.54,25.67,2.56,45.96,8.1,Wrought Iron,3.02,2.09
17.58,7.66,25.79,2.57,46.07,12.3,Wrought Iron,3.02,3.2
17.69,7.64,25.53,2.66,46.1,17.1,Wrought Iron,2.96,6
12.13,6.97,28.53,1.19,52.41,1.1,Open Hearth iron,3.01,1.28
12.31,7.22,28.57,1.06,52.44,3.5,Open Hearth iron,2.81,4.11
12.17,7.15,28.5,1.03,52.51,5.4,Open Hearth iron,2.94,5.52
12.16,6.89,28.64,1.07,52.46,7.6,Open Hearth iron,3,5.66
12.06,7.2,28.57,1.05,52.56,9.6,Open Hearth iron,3.07,10.15
12.32,7,28.64,1.14,52.36,11.5,Open Hearth iron,2.93,9.55
6.89,7.26,37.45,2.14,44.98,2.1,Open Hearth iron,3.05,2.32
6.93,7.3,37.76,2.08,44.81,4.1,Open Hearth iron,3.06,2.78
6.79,7.28,37.67,2.04,44.9,5.8,Open Hearth iron,2.95,3.29
6.71,7.3,37.64,2.09,44.91,7.8,Open Hearth iron,2.94,4.09
6.85,7.37,37.62,1.91,44.79,12,Open Hearth iron,3.01,5.44
7.04,7.43,37.66,1.93,44.98,17.7,Open Hearth iron,2.9,7.74
177.9,4.74,29.33,18.07,45.95,1.9,Open Hearth iron,3.04,2.05
178.05,4.65,29.27,18.21,45.99,3.8,Open Hearth iron,3.05,3.37
178.01,4.74,29.09,18.46,46.08,6,Open Hearth iron,2.92,3.54
177.93,4.77,28.91,18.15,46.03,7.9,Open Hearth iron,2.91,4.19
177.73,4.79,29.17,18.4,46.12,12.1,Open Hearth iron,3,3.47
177.89,4.66,29.08,18.26,46.03,17.6,Open Hearth iron,3.1,4.17
66.62,5.58,22.23,7.02,17.78,1.1,Open Hearth iron,3.06,1.4
66.64,5.44,22.25,7.08,17.7,4,Open Hearth iron,2.98,3.53
66.75,5.65,22.24,7,17.74,6,Open Hearth iron,3.1,4.56
66.7,5.57,22.39,6.94,17.77,8.1,Open Hearth iron,2.94,5.44
66.8,5.67,22.19,7.03,17.55,12.1,Open Hearth iron,3.06,7.03
13.11,7.1,28.71,5,35.85,1.9,Open Hearth iron,2.81,0.84
13.22,6.88,28.63,4.93,35.67,4,Open Hearth iron,3.05,1.94
13.21,7.07,28.88,4.82,35.76,6.2,Open Hearth iron,3.16,3.84
13.22,6.94,28.96,4.88,35.8,8,Open Hearth iron,3.06,5.66
13.13,6.85,28.76,4.81,35.85,12.2,Open Hearth iron,3.09,7.39
13.12,6.96,28.79,4.82,35.69,17.5,Open Hearth iron,2.92,11.11
430.73,5.99,12.08,40.68,7.24,1.9,Open Hearth iron,3.04,0.14
430.91,6.05,12.12,40.6,7.29,4.1,Open Hearth iron,2.92,0.87
431.24,5.81,11.99,40.49,7.26,6.4,Open Hearth iron,2.87,0.8
430.93,5.86,12.22,40.6,7.17,8.2,Open Hearth iron,3.01,0.69
431.1,5.95,11.99,40.49,7.23,12,Open Hearth iron,2.95,1.12
430.8,6.07,12.23,40.62,7.31,17.6,Open Hearth iron,3.03,1.94
21.21,4.34,34.24,3.67,63.61,0.9,Open Hearth iron,2.96,0.42
21.13,4.58,34.41,3.65,63.64,3.4,Open Hearth iron,3.03,2.87
21.18,4.48,34.31,3.8,63.69,7.6,Open Hearth iron,2.72,4.01
21.05,4.3,34.32,3.7,63.66,11.5,Open Hearth iron,3,4.85
21.28,4.43,34.32,3.55,63.49,17.1,Open Hearth iron,2.97,5.74
3.32,7.61,36.86,8.57,70.34,1.1,Open Hearth iron,3.04,0.63
3.43,7.63,36.87,8.76,70.21,3.8,Open Hearth iron,3.04,1.68
3.38,7.36,36.96,8.76,70.18,5.9,Open Hearth iron,3.05,3.27
3.16,7.46,36.9,8.8,70.07,7.7,Open Hearth iron,2.96,3.72
3.28,7.69,37.15,8.82,70.07,9.7,Open Hearth iron,3.09,5.29
3.19,7.56,36.85,8.76,70.16,11.8,Open Hearth iron,3.06,7.84
28.26,6.8,25.04,15.91,52.17,0.9,Open Hearth iron,2.94,0.73
28.33,6.78,24.81,15.75,52.18,3.6,Open Hearth iron,3.06,0.96
28.12,6.83,24.88,15.81,52.04,5.4,Open Hearth iron,3.01,2.61
28.35,6.86,24.81,15.72,52.11,7.8,Open Hearth iron,3.08,3.43
28.14,6.89,24.79,15.67,52.23,11.5,Open Hearth iron,2.89,5.04
28.35,6.64,24.9,15.98,51.96,17.2,Open Hearth iron,2.97,5.48
74.73,6.68,12.8,27.84,6.58,1.3,Open Hearth iron,2.85,1
74.56,6.48,12.97,27.62,6.59,3.9,Open Hearth iron,3.03,1.19
74.61,6.65,13.05,27.79,6.43,6.3,Open Hearth iron,3.05,3.75
74.61,6.51,12.82,27.85,6.41,7.6,Open Hearth iron,2.96,4.62
74.66,6.55,12.91,27.83,6.64,12,Open Hearth iron,3.01,4.46
110,5.32,32.08,15.47,53.25,1.2,Open Hearth iron,2.97,0.31
110.01,5.42,32.03,15.34,53.37,3.9,Open Hearth iron,2.97,0.81
109.94,5.42,32.02,15.6,53.05,5.9,Open Hearth iron,3.05,1.51
110.08,5.45,32.02,15.64,53.24,7.7,Open Hearth iron,2.97,1.22
109.82,5.27,32.17,15.56,53.23,10,Open Hearth iron,2.98,1.93
109.94,5.37,32.12,15.4,53.05,12,Open Hearth iron,3.04,2.25
31.87,7.17,12.45,33.61,12.8,1.9,Open Hearth iron,3.12,0.24
31.77,7.14,12.37,33.55,12.95,4.1,Open Hearth iron,3.09,1.45
31.95,7.12,12.37,33.52,12.76,6.3,Open Hearth iron,2.99,2.88
31.86,7.02,12.38,33.46,12.8,8.1,Open Hearth iron,2.92,0.59
31.89,7.22,12.53,33.51,12.83,12.2,Open Hearth iron,3.07,3.69
32,7.1,12.49,33.52,12.96,17.6,Open Hearth iron,3.01,4.91
2.93,9.48,21.67,34.53,9.39,1.9,Open Hearth iron,2.79,4.49
2.79,9.61,21.54,34.33,9.39,4.4,Open Hearth iron,3.13,2.32
2.96,9.51,21.77,34.49,9.26,5.9,Open Hearth iron,3.14,6.28
35.23,6.32,17.31,14.25,13.91,1,Open Hearth iron,3.07,0.31
35.22,6.32,17.31,14.19,13.89,4,Open Hearth iron,3.12,2.26
35.11,6.14,16.97,14.31,13.79,5.9,Open Hearth iron,2.93,3.16
35.23,6.21,17.08,14.37,13.82,7.7,Open Hearth iron,3.12,1.66
35.21,6.17,17.2,14.35,13.93,9.9,Open Hearth iron,2.91,3.73
35.2,6.21,17.16,14.3,13.96,11.7,Open Hearth iron,3.16,4.24
4.78,7.61,54.4,5.84,70.53,2.1,Open Hearth iron,3.06,2.43
4.84,7.55,54.49,5.81,70.39,4,Open Hearth iron,3.04,3.28
4.94,7.52,54.31,5.73,70.24,6,Open Hearth iron,3.1,5.82
4.85,7.55,54.18,5.54,70.29,8,Open Hearth iron,3.08,5.63
4.86,7.39,54.3,5.79,70.17,12.1,Open Hearth iron,3.02,8.13
5.02,7.49,54.39,5.73,70.4,17.8,Open Hearth iron,2.93,16.07
82.66,4.26,22.23,11.98,26.65,2.1,Open Hearth iron,3.24,2.35
82.94,4.18,22.16,11.87,26.59,4.1,Open Hearth iron,2.83,2.86
82.99,4.32,22.19,12.06,26.61,6.1,Open Hearth iron,2.95,4.43
82.93,4.36,22.14,12.13,26.59,7.8,Open Hearth iron,2.99,4.52
82.85,4.39,22.08,11.91,26.44,10.1,Open Hearth iron,3.19,6.15
83.02,4.42,22.06,11.94,26.59,12.1,Open Hearth iron,3.13,7.66
59.85,4.41,30.61,4.55,51.55,1.3,Open Hearth iron,3.08,1.65
59.7,4.57,30.63,4.52,51.71,3.6,Open Hearth iron,2.91,3.37
59.9,4.36,30.98,4.41,51.63,6,Open Hearth iron,3.08,5.86
60.04,4.58,30.87,4.39,51.79,7.5,Open Hearth iron,3.09,7.11
59.81,4.46,30.79,4.36,51.72,11.9,Open Hearth iron,3,10.11
59.82,4.51,30.78,4.46,51.59,17,Open Hearth iron,3,9.32
11.46,7.32,28.31,16.64,20.26,1.2,Open Hearth iron,3.06,0.18
11.35,7.39,28.39,16.6,20.39,3.8,Open Hearth iron,2.98,1.18
11.38,7.22,28.22,16.51,20.25,5.4,Open Hearth iron,3.1,2.71
11.46,7.32,28.27,16.53,20.2,7.8,Open Hearth iron,3.11,1.78
11.56,7.29,28.31,16.62,20.35,9.9,Open Hearth iron,3.18,3.33
11.43,7.36,28.45,16.56,20.41,11.8,Open Hearth iron,2.94,2.71
19.68,4.55,28.53,4.02,34.24,1,Open Hearth iron,2.94,0.53
19.85,4.49,28.24,3.93,34.25,3.8,Open Hearth iron,3.1,2.26
19.64,4.56,28.36,3.72,34.28,5.7,Open Hearth iron,2.87,2.18
19.64,4.62,28.3,3.82,34.29,7.5,Open Hearth iron,2.88,2.4
19.67,4.5,28.37,3.69,34.22,9.8,Open Hearth iron,2.97,3
19.87,4.48,28.41,4,34.14,11.5,Open Hearth iron,3.08,3.54
29.06,7.47,22.52,3.69,36.24,1,Open Hearth iron,3.02,1.14
29.07,7.59,22.32,3.93,36.22,3.7,Open Hearth iron,3.12,2.33
28.85,7.53,22.3,3.81,36.29,5.5,Open Hearth iron,2.85,2.14
28.72,7.51,22.32,3.66,36.3,7.6,Open Hearth iron,2.9,2.87
28.71,7.59,22.44,3.75,36.36,9.6,Open Hearth iron,3.08,4.68
28.74,7.45,22.49,3.74,36.28,11.6,Open Hearth iron,2.83,6.09
23.65,6.21,31,10.64,30.89,1.6,Open Hearth iron,3.1,2.1
23.56,6.18,31.04,10.71,30.82,4.1,Open Hearth iron,2.83,3
23.82,6.15,31.15,10.72,30.91,6,Open Hearth iron,2.95,5.3
51.27,4.87,28.51,9.61,22.19,1.9,Open Hearth iron,2.88,1.49
51.42,4.92,28.42,9.67,22.26,3.8,Open Hearth iron,2.99,3.7
51.46,4.94,28.28,9.58,22.4,5.6,Open Hearth iron,2.98,4.77
51.59,4.92,28.44,9.74,22.23,7.5,Open Hearth iron,2.8,6.09
