Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),Air pore space (%),Clay %,exposure time,Iron and Steel Type,Pipe Diameter (inches),Loss Oz/ft2
26.23,7.27,40.27,17.51,23.78,5.76,Wrought Iron,3,1.4
29.8,7.3,46.4,20.9,18.6,1.51,Wrought Iron,3,1.02
29.8,7.3,46.4,20.9,18.6,2.75,Wrought Iron,3,1.57
29.8,7.3,46.4,20.9,18.6,3.9,Wrought Iron,3,1.76
29.8,7.3,46.4,20.9,18.6,4.9,Wrought Iron,3,1.41
29.8,7.3,46.4,20.9,18.6,5.94,Wrought Iron,3,1.26
29.8,7.3,46.4,20.9,18.6,7.04,Wrought Iron,3,1.41
29.8,7.3,46.4,20.9,18.6,8.46,Wrought Iron,3,2
29.8,7.3,46.4,20.9,18.6,10.36,Wrought Iron,3,3.25
29.8,7.3,46.4,20.9,18.6,12.58,Wrought Iron,3,4.14
29.8,7.3,46.4,20.9,18.6,15.28,Wrought Iron,3,4.49
24.97,6.58,45.64,17.09,32.48,13.91,Wrought Iron,3,3.88
12.92,4.78,43.74,7.59,67.07,6.46,Wrought Iron,3,1.83
5.7,3.7,42.6,1.9,87.8,2.4,Wrought Iron,3,1.18
5.7,3.7,42.6,1.9,87.8,3.4,Wrought Iron,3,2.63
5.7,3.7,42.6,1.9,87.8,4.4,Wrought Iron,3,3.42
5.7,3.7,42.6,1.9,87.8,5.4,Wrought Iron,3,3.22
5.7,3.7,42.6,1.9,87.8,6.4,Wrought Iron,3,3.34
5.7,3.7,42.6,1.9,87.8,7.4,Wrought Iron,3,3.94
5.7,3.7,42.6,1.9,87.8,8.8,Wrought Iron,3,5.1
5.7,3.7,42.6,1.9,87.8,10.8,Wrought Iron,3,7.1
5.7,3.7,42.6,1.9,87.8,13.11,Wrought Iron,3,8.58
5.7,3.7,42.6,1.9,87.8,15.91,Wrought Iron,3,9.28
5.38,4.32,39.02,2.02,82.79,14.42,Wrought Iron,3,8.19
4.57,5.87,30.02,2.32,70.19,6.42,Wrought Iron,3,4.39
4.08,6.8,24.6,2.5,62.6,2.39,Wrought Iron,3,3.45
4.08,6.8,24.6,2.5,62.6,4.39,Wrought Iron,3,6.85
4.08,6.8,24.6,2.5,62.6,6.02,Wrought Iron,3,10.17
4.08,6.8,24.6,2.5,62.6,7.07,Wrought Iron,3,13.37
4.08,6.8,24.6,2.5,62.6,7.96,Wrought Iron,3,15.6
4.08,6.8,24.6,2.5,62.6,8.61,Wrought Iron,3,16.35
5.78,6.29,26.56,7.26,64.3,7.62,Wrought Iron,3,14.17
10.09,4.99,31.5,19.31,68.6,4.12,Wrought Iron,3,7.52
12.7,4.2,34.5,26.6,71.2,2.41,Wrought Iron,3,4.23
12.7,4.2,34.5,26.6,71.2,3.46,Wrought Iron,3,6.08
12.7,4.2,34.5,26.6,71.2,4.47,Wrought Iron,3,7.59
12.7,4.2,34.5,26.6,71.2,5.42,Wrought Iron,3,8.59
12.7,4.2,34.5,26.6,71.2,6.39,Wrought Iron,3,9.53
12.7,4.2,34.5,26.6,71.2,7.39,Wrought Iron,3,10.38
12.7,4.2,34.5,26.6,71.2,8.39,Wrought Iron,3,11.69
12.7,4.2,34.5,26.6,71.2,9.39,Wrought Iron,3,13.68
12.7,4.2,34.5,26.6,71.2,10.39,Wrought Iron,3,15.04
12.7,4.2,34.5,26.6,71.2,11.39,Wrought Iron,3,15.39
10.47,4.75,33.5,22.8,63.6,9.87,Wrought Iron,3,12.72
4.77,6.15,30.95,13.11,44.21,4.42,Wrought Iron,3,5.37
1.3,7,29.4,7.2,32.4,1.59,Wrought Iron,3,1
1.3,7,29.4,7.2,32.4,2.84,Wrought Iron,3,1.25
1.3,7,29.4,7.2,32.4,4.01,Wrought Iron,3,1.61
1.3,7,29.4,7.2,32.4,5.06,Wrought Iron,3,2.16
1.3,7,29.4,7.2,32.4,6.19,Wrought Iron,3,2.93
1.3,7,29.4,7.2,32.4,7.44,Wrought Iron,3,4.03
1.3,7,29.4,7.2,32.4,8.86,Wrought Iron,3,5.01
1.3,7,29.4,7.2,32.4,10.56,Wrought Iron,3,5.81
1.3,7,29.4,7.2,32.4,12.65,Wrought Iron,3,6.24
1.3,7,29.4,7.2,32.4,15.35,Wrought Iron,3,6.09
40.81,6.55,24.24,13.19,26.23,14.09,Wrought Iron,3,4.99
142.63,5.4,10.94,28.64,10.34,6.59,Wrought Iron,3,2.39
205,4.7,2.8,38.1,0.6,2.41,Wrought Iron,3,1.05
205,4.7,2.8,38.1,0.6,3.46,Wrought Iron,3,1.7
205,4.7,2.8,38.1,0.6,4.47,Wrought Iron,3,1.98
205,4.7,2.8,38.1,0.6,5.42,Wrought Iron,3,1.68
205,4.7,2.8,38.1,0.6,6.39,Wrought Iron,3,1.62
205,4.7,2.8,38.1,0.6,7.39,Wrought Iron,3,1.92
205,4.7,2.8,38.1,0.6,8.77,Wrought Iron,3,2.23
205,4.7,2.8,38.1,0.6,10.77,Wrought Iron,3,2.58
205,4.7,2.8,38.1,0.6,13.1,Wrought Iron,3,3.47
205,4.7,2.8,38.1,0.6,15.95,Wrought Iron,3,5.22
176.56,5.2,5.68,33.03,3.52,14.49,Wrought Iron,3,5.15
102.59,6.5,13.18,19.83,11.12,6.14,Wrought Iron,3,2.15
57,7.3,17.8,11.7,15.8,1.52,Wrought Iron,3,0.51
57,7.3,17.8,11.7,15.8,2.87,Wrought Iron,3,1.06
57,7.3,17.8,11.7,15.8,4.1,Wrought Iron,3,1.57
57,7.3,17.8,11.7,15.8,5.15,Wrought Iron,3,2.02
57,7.3,17.8,11.7,15.8,6.14,Wrought Iron,3,2.34
57,7.3,17.8,11.7,15.8,7.04,Wrought Iron,3,2.44
57,7.3,17.8,11.7,15.8,7.98,Wrought Iron,3,2.6
57,7.3,17.8,11.7,15.8,8.98,Wrought Iron,3,2.85
57,7.3,17.8,11.7,15.8,10,Wrought Iron,3,3.11
57,7.3,17.8,11.7,15.8,11.05,Wrought Iron,3,3.41
47.67,7.2,28.27,15.94,21.59,9.66,Wrought Iron,3,2.99
23.18,6.95,55.76,27.09,36.78,4.32,Wrought Iron,3,1.39
8,6.8,72.8,34,46.2,1.51,Wrought Iron,3,1.03
8,6.8,72.8,34,46.2,2.86,Wrought Iron,3,2.68
8,6.8,72.8,34,46.2,4.1,Wrought Iron,3,3.81
8,6.8,72.8,34,46.2,5.15,Wrought Iron,3,4.11
8,6.8,72.8,34,46.2,6.14,Wrought Iron,3,5.1
8,6.8,72.8,34,46.2,7.04,Wrought Iron,3,7.19
8,6.8,72.8,34,46.2,8,Wrought Iron,3,8.8
8,6.8,72.8,34,46.2,9.05,Wrought Iron,3,9.6
8,6.8,72.8,34,46.2,10.08,Wrought Iron,3,10.89
8,6.8,72.8,34,46.2,11.08,Wrought Iron,3,12.99
15.73,6.78,63.49,30.36,44.11,9.76,Wrought Iron,3,11.87
36.22,6.73,38.8,20.71,38.56,4.61,Wrought Iron,3,5.42
49,6.7,23.4,14.7,35.1,1.89,Wrought Iron,3,1.48
49,6.7,23.4,14.7,35.1,3.19,Wrought Iron,3,1.68
49,6.7,23.4,14.7,35.1,4.39,Wrought Iron,3,1.99
49,6.7,23.4,14.7,35.1,5.44,Wrought Iron,3,2.49
49,6.7,23.4,14.7,35.1,6.46,Wrought Iron,3,2.93
49,6.7,23.4,14.7,35.1,7.41,Wrought Iron,3,3.28
49,6.7,23.4,14.7,35.1,8.36,Wrought Iron,3,3.69
49,6.7,23.4,14.7,35.1,9.31,Wrought Iron,3,4.19
49,6.7,23.4,14.7,35.1,10.29,Wrought Iron,3,4.76
49,6.7,23.4,14.7,35.1,11.34,Wrought Iron,3,5.46
43.7,6.81,22.39,13.99,33.4,10.11,Wrought Iron,3,4.95
29.5,7.11,19.69,12.09,28.85,5.07,Wrought Iron,3,2.4
20.6,7.3,18,10.9,26,2.31,Wrought Iron,3,1.04
20.6,7.3,18,10.9,26,3.41,Wrought Iron,3,1.69
20.6,7.3,18,10.9,26,4.49,Wrought Iron,3,1.88
20.6,7.3,18,10.9,26,5.54,Wrought Iron,3,1.28
20.6,7.3,18,10.9,26,6.53,Wrought Iron,3,1.12
20.6,7.3,18,10.9,26,7.43,Wrought Iron,3,1.72
20.6,7.3,18,10.9,26,8.76,Wrought Iron,3,2.04
20.6,7.3,18,10.9,26,10.81,Wrought Iron,3,1.89
20.6,7.3,18,10.9,26,13.1,Wrought Iron,3,1.69
20.6,7.3,18,10.9,26,15.8,Wrought Iron,3,1.39
37.5,6.78,17.22,11.84,24.45,14.63,Wrought Iron,3,1.13
83.18,5.38,15.12,14.39,20.25,6.89,Wrought Iron,3,0.93
112,4.5,13.8,16,17.6,2.39,Wrought Iron,3,0.97
112,4.5,13.8,16,17.6,3.44,Wrought Iron,3,1.42
112,4.5,13.8,16,17.6,4.45,Wrought Iron,3,1.64
112,4.5,13.8,16,17.6,5.4,Wrought Iron,3,1.49
112,4.5,13.8,16,17.6,6.37,Wrought Iron,3,1.47
112,4.5,13.8,16,17.6,7.37,Wrought Iron,3,1.67
112,4.5,13.8,16,17.6,8.73,Wrought Iron,3,1.89
112,4.5,13.8,16,17.6,10.73,Wrought Iron,3,2.14
112,4.5,13.8,16,17.6,13.05,Wrought Iron,3,2.34
112,4.5,13.8,16,17.6,15.89,Wrought Iron,3,2.44
112,4.37,12.56,13.71,15.2,14.83,Wrought Iron,3,2.48
112,4.02,9.16,7.46,8.65,6.98,Wrought Iron,3,2.43
112,3.8,7,3.5,4.5,2.38,Wrought Iron,3,2.78
112,3.8,7,3.5,4.5,3.43,Wrought Iron,3,3.83
112,3.8,7,3.5,4.5,4.45,Wrought Iron,3,4.37
112,3.8,7,3.5,4.5,5.4,Wrought Iron,3,4.02
112,3.8,7,3.5,4.5,6.36,Wrought Iron,3,4.26
112,3.8,7,3.5,4.5,7.36,Wrought Iron,3,5.5
112,3.8,7,3.5,4.5,8.38,Wrought Iron,3,6.65
112,3.8,7,3.5,4.5,9.43,Wrought Iron,3,7.6
112,3.8,7,3.5,4.5,10.44,Wrought Iron,3,8.2
112,3.8,7,3.5,4.5,11.39,Wrought Iron,3,8.2
161.66,3.93,6.28,8.68,4.16,10.08,Wrought Iron,3,6.75
298.62,4.28,4.28,22.98,3.21,4.78,Wrought Iron,3,2.75
386,4.5,3,32.1,2.6,1.87,Wrought Iron,3,0.25
386,4.5,3,32.1,2.6,3.17,Wrought Iron,3,0.4
386,4.5,3,32.1,2.6,4.38,Wrought Iron,3,0.61
386,4.5,3,32.1,2.6,5.43,Wrought Iron,3,0.91
386,4.5,3,32.1,2.6,6.44,Wrought Iron,3,1.26
386,4.5,3,32.1,2.6,7.39,Wrought Iron,3,1.71
386,4.5,3,32.1,2.6,8.72,Wrought Iron,3,2.07
386,4.5,3,32.1,2.6,10.72,Wrought Iron,3,2.27
386,4.5,3,32.1,2.6,12.93,Wrought Iron,3,2.38
386,4.5,3,32.1,2.6,15.53,Wrought Iron,3,2.33
330.09,4.7,6.8,27.69,4.88,14.37,Wrought Iron,3,2.1
174.34,5.25,17.4,15.39,11.23,6.47,Wrought Iron,3,1.55
74.4,5.6,24.2,7.5,15.3,1.87,Wrought Iron,3,1.56
74.4,5.6,24.2,7.5,15.3,3.17,Wrought Iron,3,2.56
74.4,5.6,24.2,7.5,15.3,4.38,Wrought Iron,3,3.2
74.4,5.6,24.2,7.5,15.3,5.43,Wrought Iron,3,3.2
74.4,5.6,24.2,7.5,15.3,6.44,Wrought Iron,3,3.5
74.4,5.6,24.2,7.5,15.3,7.39,Wrought Iron,3,4.35
74.4,5.6,24.2,7.5,15.3,8.34,Wrought Iron,3,4.97
74.4,5.6,24.2,7.5,15.3,9.29,Wrought Iron,3,5.17
74.4,5.6,24.2,7.5,15.3,10.27,Wrought Iron,3,5.48
74.4,5.6,24.2,7.5,15.3,11.32,Wrought Iron,3,5.98
62.91,5.67,25.76,6.58,20.95,10.22,Wrought Iron,3,5.59
30.57,5.87,30.16,3.98,36.84,5.23,Wrought Iron,3,3.59
9.7,6,33,2.3,47.1,2.37,Wrought Iron,3,2.64
9.7,6,33,2.3,47.1,3.42,Wrought Iron,3,3.59
9.7,6,33,2.3,47.1,4.44,Wrought Iron,3,4.54
9.7,6,33,2.3,47.1,5.39,Wrought Iron,3,5.49
9.7,6,33,2.3,47.1,6.35,Wrought Iron,3,6.26
9.7,6,33,2.3,47.1,7.35,Wrought Iron,3,6.71
9.7,6,33,2.3,47.1,8.35,Wrought Iron,3,7.19
9.7,6,33,2.3,47.1,9.35,Wrought Iron,3,7.74
9.7,6,33,2.3,47.1,10.35,Wrought Iron,3,8.19
9.7,6,33,2.3,47.1,11.35,Wrought Iron,3,8.44
10.32,5.88,33.02,3.11,45.9,10.15,Wrought Iron,3,7.19
12.06,5.53,33.07,5.41,42.51,4.91,Wrought Iron,3,3.19
13.2,5.3,33.1,6.9,40.3,1.94,Wrought Iron,3,0.97
13.2,5.3,33.1,6.9,40.3,3.19,Wrought Iron,3,2.02
13.2,5.3,33.1,6.9,40.3,4.35,Wrought Iron,3,2.79
13.2,5.3,33.1,6.9,40.3,5.35,Wrought Iron,3,3.04
13.2,5.3,33.1,6.9,40.3,6.33,Wrought Iron,3,3.37
13.2,5.3,33.1,6.9,40.3,7.28,Wrought Iron,3,3.87
13.2,5.3,33.1,6.9,40.3,8.62,Wrought Iron,3,4.6
13.2,5.3,33.1,6.9,40.3,10.67,Wrought Iron,3,5.75
13.2,5.3,33.1,6.9,40.3,12.94,Wrought Iron,3,6.33
13.2,5.3,33.1,6.9,40.3,15.64,Wrought Iron,3,5.83
34.74,5.2,33.4,8.29,41.26,14.72,Wrought Iron,3,5.05
96.62,4.9,34.25,12.29,44.01,7.02,Wrought Iron,3,3.75
137,4.7,34.8,14.9,45.8,2.36,Wrought Iron,3,3.23
137,4.7,34.8,14.9,45.8,3.41,Wrought Iron,3,4.18
137,4.7,34.8,14.9,45.8,4.43,Wrought Iron,3,4.96
137,4.7,34.8,14.9,45.8,5.38,Wrought Iron,3,5.41
137,4.7,34.8,14.9,45.8,6.35,Wrought Iron,3,5.82
137,4.7,34.8,14.9,45.8,7.35,Wrought Iron,3,6.17
137,4.7,34.8,14.9,45.8,8.36,Wrought Iron,3,6.81
137,4.7,34.8,14.9,45.8,9.41,Wrought Iron,3,8.01
137,4.7,34.8,14.9,45.8,10.43,Wrought Iron,3,8.82
137,4.7,34.8,14.9,45.8,11.38,Wrought Iron,3,8.87
113.52,4.42,38.35,24.2,49.11,10.16,Wrought Iron,3,7.71
45.34,3.62,48.64,51.19,58.7,4.81,Wrought Iron,3,4.26
0.6,3.1,55.4,68.9,65,1.78,Wrought Iron,3,2.46
0.6,3.1,55.4,68.9,65,3.18,Wrought Iron,3,3.81
0.6,3.1,55.4,68.9,65,4.46,Wrought Iron,3,5.13
0.6,3.1,55.4,68.9,65,5.51,Wrought Iron,3,6.38
0.6,3.1,55.4,68.9,65,6.51,Wrought Iron,3,7.7
0.6,3.1,55.4,68.9,65,7.41,Wrought Iron,3,9.15
0.6,3.1,55.4,68.9,65,8.32,Wrought Iron,3,10.15
0.6,3.1,55.4,68.9,65,9.27,Wrought Iron,3,10.3
0.6,3.1,55.4,68.9,65,10.26,Wrought Iron,3,11.03
0.6,3.1,55.4,68.9,65,11.31,Wrought Iron,3,12.88
2.2,4.07,51.28,58.39,59.24,10.14,Wrought Iron,3,11.77
6.9,6.92,39.18,27.55,42.35,4.69,Wrought Iron,3,4.92
10,8.8,31.2,7.2,31.2,1.53,Wrought Iron,3,0.57
10,8.8,31.2,7.2,31.2,2.77,Wrought Iron,3,1.07
10,8.8,31.2,7.2,31.2,3.96,Wrought Iron,3,1.52
10,8.8,31.2,7.2,31.2,5.01,Wrought Iron,3,1.87
10,8.8,31.2,7.2,31.2,6.02,Wrought Iron,3,2.07
10,8.8,31.2,7.2,31.2,6.97,Wrought Iron,3,1.97
10,8.8,31.2,7.2,31.2,8.28,Wrought Iron,3,2.15
10,8.8,31.2,7.2,31.2,10.28,Wrought Iron,3,2.9
8.76,8.56,28.43,9.14,30.44,9.84,Wrought Iron,3,3.01
5.07,7.86,20.23,14.89,28.19,4.65,Wrought Iron,3,1.86
2.63,7.4,14.8,18.7,26.7,1.64,Wrought Iron,3,1.4
2.63,7.4,14.8,18.7,26.7,2.94,Wrought Iron,3,2.3
2.63,7.4,14.8,18.7,26.7,4.14,Wrought Iron,3,2.97
2.63,7.4,14.8,18.7,26.7,5.14,Wrought Iron,3,3.17
2.63,7.4,14.8,18.7,26.7,6.12,Wrought Iron,3,3.43
2.63,7.4,14.8,18.7,26.7,7.07,Wrought Iron,3,3.83
2.63,7.4,14.8,18.7,26.7,8.05,Wrought Iron,3,5.51
2.63,7.4,14.8,18.7,26.7,9.1,Wrought Iron,3,9.71
2.63,7.4,14.8,18.7,26.7,10.12,Wrought Iron,3,12.18
2.63,7.4,14.8,18.7,26.7,11.07,Wrought Iron,3,11.23
4.7,7.33,13.6,19.45,27.4,10,Wrought Iron,3,9
10.88,7.13,10,21.7,29.5,4.9,Wrought Iron,3,4.2
15,7,7.6,23.2,30.9,1.92,Wrought Iron,3,1.23
15,7,7.6,23.2,30.9,3.17,Wrought Iron,3,1.93
15,7,7.6,23.2,30.9,4.18,Wrought Iron,3,2.47
15,7,7.6,23.2,30.9,4.73,Wrought Iron,3,2.67
15,7,7.6,23.2,30.9,5.58,Wrought Iron,3,3.28
15,7,7.6,23.2,30.9,7.03,Wrought Iron,3,4.73
15,7,7.6,23.2,30.9,8.36,Wrought Iron,3,5.48
15,7,7.6,23.2,30.9,9.46,Wrought Iron,3,4.83
15,7,7.6,23.2,30.9,10.5,Wrought Iron,3,4.45
15,7,7.6,23.2,30.9,11.4,Wrought Iron,3,4.6
15.45,7.1,10.59,19.8,33.41,10.27,Wrought Iron,3,3.99
16.8,7.4,19.64,9.5,41.01,5.02,Wrought Iron,3,1.84
17.7,7.6,25.7,2.6,46.1,1.93,Wrought Iron,3,0.55
17.7,7.6,25.7,2.6,46.1,3.23,Wrought Iron,3,1
17.7,7.6,25.7,2.6,46.1,4.43,Wrought Iron,3,1.4
17.7,7.6,25.7,2.6,46.1,5.43,Wrought Iron,3,1.7
17.7,7.6,25.7,2.6,46.1,6.41,Wrought Iron,3,1.93
17.7,7.6,25.7,2.6,46.1,7.36,Wrought Iron,3,2.03
17.7,7.6,25.7,2.6,46.1,8.67,Wrought Iron,3,2.28
17.7,7.6,25.7,2.6,46.1,10.72,Wrought Iron,3,2.83
17.7,7.6,25.7,2.6,46.1,12.92,Wrought Iron,3,3.67
17.7,7.6,25.7,2.6,46.1,15.42,Wrought Iron,3,5.12
16.79,7.5,26.17,2.35,47.15,14.47,Wrought Iron,3,5.33
14.02,7.2,27.62,1.61,50.34,6.42,Open Hearth iron,3,2.98
12.15,7,28.6,1.1,52.5,1.42,Open Hearth iron,3,1.86
12.15,7,28.6,1.1,52.5,2.72,Open Hearth iron,3,3.26
12.15,7,28.6,1.1,52.5,3.91,Open Hearth iron,3,4.4
12.15,7,28.6,1.1,52.5,4.86,Open Hearth iron,3,5
12.15,7,28.6,1.1,52.5,5.86,Open Hearth iron,3,5.43
12.15,7,28.6,1.1,52.5,6.96,Open Hearth iron,3,5.53
12.15,7,28.6,1.1,52.5,8.01,Open Hearth iron,3,6.33
12.15,7,28.6,1.1,52.5,8.96,Open Hearth iron,3,8.58
12.15,7,28.6,1.1,52.5,9.92,Open Hearth iron,3,10
12.15,7,28.6,1.1,52.5,10.92,Open Hearth iron,3,9.7
11.29,7.05,30.05,1.25,51.27,10.07,Open Hearth iron,3,8.32
8.64,7.2,34.55,1.7,47.47,5.32,Open Hearth iron,3,4.67
6.84,7.3,37.6,2,44.9,2.41,Open Hearth iron,3,2.28
6.84,7.3,37.6,2,44.9,3.36,Open Hearth iron,3,2.53
6.84,7.3,37.6,2,44.9,4.31,Open Hearth iron,3,2.76
6.84,7.3,37.6,2,44.9,5.26,Open Hearth iron,3,2.96
6.84,7.3,37.6,2,44.9,6.22,Open Hearth iron,3,3.24
6.84,7.3,37.6,2,44.9,7.22,Open Hearth iron,3,3.69
6.84,7.3,37.6,2,44.9,8.56,Open Hearth iron,3,4.22
6.84,7.3,37.6,2,44.9,10.61,Open Hearth iron,3,4.92
6.84,7.3,37.6,2,44.9,12.9,Open Hearth iron,3,5.77
6.84,7.3,37.6,2,44.9,15.7,Open Hearth iron,3,6.92
34.17,6.9,36.24,4.59,45.09,15.11,Open Hearth iron,3,6.79
119.67,5.65,31.99,12.69,45.69,7.31,Open Hearth iron,3,3.94
177.9,4.8,29.1,18.2,46.1,2.32,Open Hearth iron,3,2.21
177.9,4.8,29.1,18.2,46.1,3.32,Open Hearth iron,3,2.86
177.9,4.8,29.1,18.2,46.1,4.3,Open Hearth iron,3,3.35
177.9,4.8,29.1,18.2,46.1,5.25,Open Hearth iron,3,3.5
177.9,4.8,29.1,18.2,46.1,6.22,Open Hearth iron,3,3.68
177.9,4.8,29.1,18.2,46.1,7.22,Open Hearth iron,3,3.93
177.9,4.8,29.1,18.2,46.1,8.55,Open Hearth iron,3,4.02
177.9,4.8,29.1,18.2,46.1,10.6,Open Hearth iron,3,3.77
177.9,4.8,29.1,18.2,46.1,12.89,Open Hearth iron,3,3.69
177.9,4.8,29.1,18.2,46.1,15.69,Open Hearth iron,3,3.99
160.34,4.93,28.01,16.43,41.61,14.99,Open Hearth iron,3,3.76
104.75,5.33,24.56,10.83,27.42,6.75,Open Hearth iron,3,2.36
66.7,5.6,22.2,7,17.7,1.56,Open Hearth iron,3,1.76
66.7,5.6,22.2,7,17.7,3.01,Open Hearth iron,3,2.91
66.7,5.6,22.2,7,17.7,4.33,Open Hearth iron,3,3.84
66.7,5.6,22.2,7,17.7,5.38,Open Hearth iron,3,4.29
66.7,5.6,22.2,7,17.7,6.4,Open Hearth iron,3,4.74
66.7,5.6,22.2,7,17.7,7.35,Open Hearth iron,3,5.19
66.7,5.6,22.2,7,17.7,8.63,Open Hearth iron,3,5.74
66.7,5.6,22.2,7,17.7,10.63,Open Hearth iron,3,6.48
58.32,5.82,23.23,6.67,20.53,10.42,Open Hearth iron,3,6.06
31.56,6.52,26.53,5.62,29.58,5.37,Open Hearth iron,3,3.06
13.15,7,28.8,4.9,35.8,2.24,Open Hearth iron,3,1.17
13.15,7,28.8,4.9,35.8,3.34,Open Hearth iron,3,1.72
13.15,7,28.8,4.9,35.8,4.43,Open Hearth iron,3,2.38
13.15,7,28.8,4.9,35.8,5.48,Open Hearth iron,3,3.28
13.15,7,28.8,4.9,35.8,6.5,Open Hearth iron,3,4.18
13.15,7,28.8,4.9,35.8,7.45,Open Hearth iron,3,5.08
13.15,7,28.8,4.9,35.8,8.72,Open Hearth iron,3,5.95
13.15,7,28.8,4.9,35.8,10.72,Open Hearth iron,3,6.75
13.15,7,28.8,4.9,35.8,12.94,Open Hearth iron,3,7.89
13.15,7,28.8,4.9,35.8,15.64,Open Hearth iron,3,9.79
77.76,6.83,26.23,10.42,31.38,15.09,Open Hearth iron,3,9.41
286.62,6.28,17.94,28.26,17.08,7.29,Open Hearth iron,3,3.97
431,5.9,12.2,40.6,7.2,2.24,Open Hearth iron,3,0.28
431,5.9,12.2,40.6,7.2,3.34,Open Hearth iron,3,0.53
431,5.9,12.2,40.6,7.2,4.42,Open Hearth iron,3,0.72
431,5.9,12.2,40.6,7.2,5.47,Open Hearth iron,3,0.77
431,5.9,12.2,40.6,7.2,6.49,Open Hearth iron,3,0.8
431,5.9,12.2,40.6,7.2,7.44,Open Hearth iron,3,0.8
431,5.9,12.2,40.6,7.2,8.71,Open Hearth iron,3,0.85
431,5.9,12.2,40.6,7.2,10.71,Open Hearth iron,3,1
431,5.9,12.2,40.6,7.2,12.93,Open Hearth iron,3,1.22
431,5.9,12.2,40.6,7.2,15.63,Open Hearth iron,3,1.62
368.38,5.67,15.58,34.96,15.82,14.98,Open Hearth iron,3,1.69
163.55,4.92,26.62,16.52,44.01,6.73,Open Hearth iron,3,0.99
21.2,4.4,34.3,3.7,63.6,1.38,Open Hearth iron,3,0.87
21.2,4.4,34.3,3.7,63.6,2.63,Open Hearth iron,3,2.07
21.2,4.4,34.3,3.7,63.6,4.14,Open Hearth iron,3,3.05
21.2,4.4,34.3,3.7,63.6,6.24,Open Hearth iron,3,3.55
21.2,4.4,34.3,3.7,63.6,8.28,Open Hearth iron,3,4.05
21.2,4.4,34.3,3.7,63.6,10.18,Open Hearth iron,3,4.55
21.2,4.4,34.3,3.7,63.6,12.32,Open Hearth iron,3,5.02
21.2,4.4,34.3,3.7,63.6,15.02,Open Hearth iron,3,5.42
18.49,4.88,34.71,4.46,64.58,14.51,Open Hearth iron,3,4.93
9.54,6.48,36.06,6.96,67.83,6.61,Open Hearth iron,3,2.38
3.3,7.6,37,8.7,70.1,1.51,Open Hearth iron,3,0.77
3.3,7.6,37,8.7,70.1,2.86,Open Hearth iron,3,1.32
3.3,7.6,37,8.7,70.1,4.1,Open Hearth iron,3,1.91
3.3,7.6,37,8.7,70.1,5.1,Open Hearth iron,3,2.61
3.3,7.6,37,8.7,70.1,6.09,Open Hearth iron,3,3.16
3.3,7.6,37,8.7,70.1,7.04,Open Hearth iron,3,3.36
3.3,7.6,37,8.7,70.1,8.03,Open Hearth iron,3,3.77
3.3,7.6,37,8.7,70.1,9.13,Open Hearth iron,3,4.67
3.3,7.6,37,8.7,70.1,10.18,Open Hearth iron,3,5.69
3.3,7.6,37,8.7,70.1,11.13,Open Hearth iron,3,6.99
7.02,7.48,35.18,9.76,67.41,10.19,Open Hearth iron,3,6.81
19.47,7.08,29.08,13.31,58.41,4.79,Open Hearth iron,3,3.16
28.2,6.8,24.8,15.8,52.1,1.37,Open Hearth iron,3,0.69
28.2,6.8,24.8,15.8,52.1,2.62,Open Hearth iron,3,0.99
28.2,6.8,24.8,15.8,52.1,3.8,Open Hearth iron,3,1.42
28.2,6.8,24.8,15.8,52.1,4.8,Open Hearth iron,3,2.17
28.2,6.8,24.8,15.8,52.1,5.83,Open Hearth iron,3,2.8
28.2,6.8,24.8,15.8,52.1,6.93,Open Hearth iron,3,3.15
28.2,6.8,24.8,15.8,52.1,8.26,Open Hearth iron,3,3.64
28.2,6.8,24.8,15.8,52.1,10.16,Open Hearth iron,3,4.44
28.2,6.8,24.8,15.8,52.1,12.3,Open Hearth iron,3,5.06
28.2,6.8,24.8,15.8,52.1,15,Open Hearth iron,3,5.26
35.05,6.77,23.06,17.57,45.38,14.6,Open Hearth iron,3,4.75
58.24,6.67,17.16,23.57,22.64,6.8,Open Hearth iron,3,2.55
74.6,6.6,13,27.8,6.6,1.7,Open Hearth iron,3,1.03
74.6,6.6,13,27.8,6.6,3.05,Open Hearth iron,3,1.13
74.6,6.6,13,27.8,6.6,4.31,Open Hearth iron,3,1.57
74.6,6.6,13,27.8,6.6,5.36,Open Hearth iron,3,2.82
74.6,6.6,13,27.8,6.6,6.36,Open Hearth iron,3,3.83
74.6,6.6,13,27.8,6.6,7.26,Open Hearth iron,3,4.28
74.6,6.6,13,27.8,6.6,8.5,Open Hearth iron,3,4.57
74.6,6.6,13,27.8,6.6,10.55,Open Hearth iron,3,4.47
79.77,6.41,15.78,26,13.4,10.45,Open Hearth iron,3,3.82
97.47,5.76,25.27,19.85,36.64,5.15,Open Hearth iron,3,1.82
110,5.3,32,15.5,53.1,1.78,Open Hearth iron,3,0.47
110,5.3,32,15.5,53.1,3.08,Open Hearth iron,3,0.72
110,5.3,32,15.5,53.1,4.29,Open Hearth iron,3,0.97
110,5.3,32,15.5,53.1,5.29,Open Hearth iron,3,1.22
110,5.3,32,15.5,53.1,6.26,Open Hearth iron,3,1.4
